"NumeroOperation";"DateOperation";"NumeroCompte";"LibelleOperation";"Montant"
5003;"2017-01-23";"80";"Facture carte";"-135.47"
5004;"2017-01-23";"3";"Prélévement automatique";"-186.2"
5005;"2017-01-23";"105";"Prélévement automatique";"-38.15"
5006;"2017-01-23";"8";"Virement";"754.45"
5007;"2017-01-24";"101";"Encaissement chèque 614952";"251.25"
5008;"2017-01-24";"3";"Virement";"543.01"
5009;"2017-01-24";"11";"Encaissement chèque 889309";"-335.85"
5010;"2017-01-24";"122";"Virement";"1428.69"
5011;"2017-01-24";"150";"Virement";"587.91"
5012;"2017-01-24";"136";"Virement";"451.27"
5013;"2017-01-24";"186";"Facture carte";"-108.97"
5014;"2017-01-24";"2";"Virement";"164.6"
5015;"2017-01-24";"64";"Prélévement automatique";"-67.66"
5016;"2017-01-24";"80";"Virement";"-249.28"
5017;"2017-01-24";"171";"Prélévement automatique";"-181.2"
5018;"2017-01-24";"179";"Prélévement automatique";"-97.96"
5019;"2017-01-24";"12";"Encaissement chèque 109171";"390.27"
5020;"2017-01-24";"94";"Encaissement chèque 298983";"-114.76"
5021;"2017-01-24";"36";"Virement";"-141.34"
5022;"2017-01-24";"48";"Facture carte";"-47.9"
5023;"2017-01-24";"101";"Encaissement chèque 072069";"-27.66"
5024;"2017-01-24";"103";"Prélévement automatique";"-99.64"
5025;"2017-01-24";"150";"Virement";"1442.67"
5026;"2017-01-24";"64";"Facture carte";"-171.99"
5027;"2017-01-24";"80";"Encaissement chèque 509754";"-127.57"
5028;"2017-01-24";"50";"Encaissement chèque 943666";"-389.91"
5029;"2017-01-24";"3";"Virement";"466.16"
5030;"2017-01-24";"57";"Facture carte";"-90.55"
5031;"2017-01-24";"87";"Encaissement chèque 515997";"108.71"
5032;"2017-01-24";"179";"Prélévement automatique";"-186.96"
5033;"2017-01-24";"12";"Facture carte";"-128.93"
5034;"2017-01-24";"153";"Facture carte";"-77.5"
5035;"2017-01-24";"150";"Facture carte";"-63.61"
5036;"2017-01-24";"59";"Virement";"5.23"
5037;"2017-01-24";"166";"Virement";"503.46"
5038;"2017-01-24";"131";"Virement";"1524.49"
5039;"2017-01-24";"81";"Versement forfaitaire";"359.84"
5040;"2017-01-24";"19";"Facture carte";"-19.43"
5041;"2017-01-24";"44";"Virement";"675.04"
5042;"2017-01-24";"167";"Prélévement automatique";"-88.48"
5043;"2017-01-24";"11";"Prélévement automatique";"-183.02"
5044;"2017-01-24";"153";"Prélévement automatique";"-138.77"
5045;"2017-01-24";"103";"Encaissement chèque 569872";"-227.99"
5046;"2017-01-24";"101";"Encaissement chèque 497037";"-269.1"
5047;"2017-01-24";"112";"Encaissement chèque 466670";"-123.08"
5048;"2017-01-24";"101";"Virement";"1273.99"
5049;"2017-01-24";"187";"Prélévement automatique";"-38.26"
5050;"2017-01-24";"64";"Virement";"-74.65"
5051;"2017-01-24";"168";"Facture carte";"-158.9"
5052;"2017-01-24";"13";"Encaissement chèque 546260";"393.26"
5053;"2017-01-24";"187";"Facture carte";"-87.16"
5054;"2017-01-24";"3";"Facture carte";"-122.32"
5055;"2017-01-24";"50";"Encaissement chèque 670164";"376.97"
5056;"2017-01-24";"1";"Encaissement chèque 226168";"361.62"
5057;"2017-01-24";"161";"Encaissement chèque 957733";"293.23"
5058;"2017-01-24";"98";"Virement";"-266.82"
5059;"2017-01-24";"186";"Virement";"-254.42"
5060;"2017-01-24";"111";"Virement";"1289.49"
5061;"2017-01-24";"109";"Facture carte";"-27.95"
5062;"2017-01-24";"132";"Facture carte";"-103.24"
5063;"2017-01-24";"109";"Facture carte";"-131.98"
5064;"2017-01-24";"153";"Encaissement chèque 145531";"140.88"
5065;"2017-01-24";"164";"Prélévement automatique";"-157.87"
5066;"2017-01-24";"50";"Virement";"1542.83"
5067;"2017-01-24";"137";"Facture carte";"-35.5"
5068;"2017-01-24";"171";"Prélévement automatique";"-120.19"
5069;"2017-01-24";"64";"Encaissement chèque 727353";"228.25"
5070;"2017-01-24";"153";"Prélévement automatique";"-139.21"
5071;"2017-01-24";"193";"Facture carte";"-165.99"
5072;"2017-01-24";"91";"Encaissement chèque 381403";"-200.75"
5073;"2017-01-24";"57";"Prélévement automatique";"-72.57"
5074;"2017-01-24";"161";"Prélévement automatique";"-163.4"
5075;"2017-01-24";"101";"Virement";"1012.9"
5076;"2017-01-24";"131";"Facture carte";"-130.64"
5077;"2017-01-24";"131";"Virement";"1077.39"
5078;"2017-01-24";"101";"Encaissement chèque 569247";"204.49"
5079;"2017-01-24";"156";"Virement";"212.82"
5080;"2017-01-24";"25";"Encaissement chèque 213608";"-322.04"
5081;"2017-01-24";"56";"Prélévement automatique";"-199.44"
5082;"2017-01-24";"121";"Intérets reversés au capital";"3547.16"
5083;"2017-01-24";"131";"Encaissement chèque 525902";"-29.33"
5084;"2017-01-24";"87";"Virement";"1528.3"
5085;"2017-01-24";"30";"Facture carte";"-73.1"
5086;"2017-01-24";"193";"Virement";"256.66"
5087;"2017-01-24";"34";"Prélévement automatique";"-174.21"
5088;"2017-01-24";"48";"Virement";"955.65"
5089;"2017-01-24";"132";"Encaissement chèque 023336";"329.76"
5090;"2017-01-24";"75";"Encaissement chèque 542111";"219.71"
5091;"2017-01-24";"72";"Versement forfaitaire";"136.13"
5092;"2017-01-24";"166";"Prélévement automatique";"-156.35"
5093;"2017-01-24";"158";"Virement";"800.2"
5094;"2017-01-24";"132";"Facture carte";"-166.25"
5095;"2017-01-24";"8";"Facture carte";"-167.93"
5096;"2017-01-24";"172";"Prélévement automatique";"-167.7"
5097;"2017-01-24";"50";"Facture carte";"-54.7"
5098;"2017-01-24";"34";"Facture carte";"-63.17"
5099;"2017-01-24";"119";"Virement";"-338.02"
5100;"2017-01-24";"87";"Virement";"955.59"
5101;"2017-01-24";"143";"Prélévement automatique";"-124.38"
5102;"2017-01-24";"186";"Encaissement chèque 446790";"-251.02"
5103;"2017-01-24";"186";"Prélévement automatique";"-58.9"
5104;"2017-01-24";"171";"Facture carte";"-187.73"
5105;"2017-01-24";"91";"Encaissement chèque 619738";"-302.53"
5106;"2017-01-24";"44";"Facture carte";"-60.47"
5107;"2017-01-24";"56";"Virement";"1235.8"
5108;"2017-01-24";"91";"Encaissement chèque 949187";"365.82"
5109;"2017-01-24";"91";"Facture carte";"-119.43"
5110;"2017-01-24";"131";"Facture carte";"-170.03"
5111;"2017-01-24";"187";"Encaissement chèque 773422";"90.01"
5112;"2017-01-24";"50";"Encaissement chèque 375734";"-254.16"
5113;"2017-01-24";"2";"Encaissement chèque 993973";"32.71"
5114;"2017-01-24";"19";"Prélévement automatique";"-174.68"
5115;"2017-01-24";"177";"Intérets reversés au capital";"2776.6"
5116;"2017-01-24";"105";"Virement";"-122.62"
5117;"2017-01-24";"136";"Prélévement automatique";"-72.07"
5118;"2017-01-24";"91";"Virement";"-32.94"
5119;"2017-01-24";"191";"Encaissement chèque 868088";"667.67"
5120;"2017-01-24";"8";"Encaissement chèque 476238";"376.68"
5121;"2017-01-24";"43";"Virement";"184.77"
5122;"2017-01-24";"143";"Prélévement automatique";"-32.64"
5123;"2017-01-24";"171";"Virement";"1557.65"
5124;"2017-01-24";"122";"Prélévement automatique";"-153.73"
5125;"2017-01-24";"3";"Virement";"-290.65"
5126;"2017-01-24";"179";"Virement";"1266.76"
5127;"2017-01-24";"138";"Prélévement automatique";"-114.82"
5128;"2017-01-24";"118";"Prélévement automatique";"-123.78"
5129;"2017-01-24";"126";"Encaissement chèque 536062";"275.42"
5130;"2017-01-24";"8";"Facture carte";"-81.76"
5131;"2017-01-24";"56";"Virement";"1225.32"
5132;"2017-01-24";"111";"Facture carte";"-65.83"
5133;"2017-01-24";"34";"Prélévement automatique";"-41.12"
5134;"2017-01-24";"42";"Facture carte";"-16.66"
5135;"2017-01-24";"125";"Prélévement automatique";"-113.37"
5136;"2017-01-24";"188";"Intérets reversés au capital";"2146.05"
5137;"2017-01-24";"23";"Virement";"1309.51"
5138;"2017-01-24";"109";"Prélévement automatique";"-125.07"
5139;"2017-01-24";"41";"Facture carte";"-190.08"
5140;"2017-01-24";"17";"Facture carte";"-46.88"
5141;"2017-01-24";"13";"Virement";"358.08"
5142;"2017-01-24";"105";"Prélévement automatique";"-85.91"
5143;"2017-01-24";"158";"Prélévement automatique";"-133.42"
5144;"2017-01-24";"150";"Prélévement automatique";"-41.44"
5145;"2017-01-24";"85";"Intérets reversés au capital";"1399.74"
5146;"2017-01-24";"25";"Virement";"80.07"
5147;"2017-01-24";"189";"Encaissement chèque 246732";"473.86"
5148;"2017-01-24";"193";"Virement";"720.71"
5149;"2017-01-24";"109";"Virement";"485.66"
5150;"2017-01-24";"64";"Encaissement chèque 288898";"274.85"
5151;"2017-01-24";"42";"Encaissement chèque 485480";"-135.81"
5152;"2017-01-24";"11";"Virement";"884.87"
5153;"2017-01-24";"103";"Encaissement chèque 818918";"167.99"
5154;"2017-01-24";"186";"Facture carte";"-84.03"
5155;"2017-01-24";"158";"Encaissement chèque 824269";"-13.9"
5156;"2017-01-24";"80";"Virement";"1249.65"
5157;"2017-01-24";"50";"Prélévement automatique";"-146.53"
5158;"2017-01-24";"109";"Encaissement chèque 788413";"-283.88"
5159;"2017-01-24";"44";"Facture carte";"-53.46"
5160;"2017-01-24";"50";"Virement";"-174.07"
5161;"2017-01-24";"36";"Virement";"78.32"
5162;"2017-01-24";"91";"Facture carte";"-12.22"
5163;"2017-01-24";"41";"Prélévement automatique";"-104.56"
5164;"2017-01-24";"104";"Prélévement automatique";"-173.98"
5165;"2017-01-24";"158";"Virement";"362.51"
5166;"2017-01-24";"80";"Prélévement automatique";"-137.22"
5167;"2017-01-24";"73";"Prélévement automatique";"-188.77"
5168;"2017-01-24";"166";"Encaissement chèque 595402";"-262.11"
5169;"2017-01-24";"103";"Facture carte";"-66.93"
5170;"2017-01-24";"88";"Prélévement automatique";"-132.35"
5171;"2017-01-24";"81";"Virement";"-40.39"
5172;"2017-01-24";"36";"Prélévement automatique";"-154.25"
5173;"2017-01-24";"134";"Encaissement chèque 722931";"-134.77"
5174;"2017-01-24";"57";"Facture carte";"-193.14"
5175;"2017-01-24";"64";"Encaissement chèque 087647";"-308.95"
5176;"2017-01-24";"94";"Prélévement automatique";"-158.56"
5177;"2017-01-24";"138";"Virement";"555.06"
5178;"2017-01-24";"186";"Encaissement chèque 562213";"247.73"
5179;"2017-01-24";"187";"Prélévement automatique";"-150.75"
5180;"2017-01-24";"25";"Encaissement chèque 268826";"-43.91"
5181;"2017-01-24";"75";"Facture carte";"-130.28"
5182;"2017-01-24";"167";"Facture carte";"-147.64"
5183;"2017-01-24";"118";"Prélévement automatique";"-50.44"
5184;"2017-01-24";"166";"Virement";"1511.74"
5185;"2017-01-24";"161";"Encaissement chèque 040669";"-268.14"
5186;"2017-01-24";"30";"Virement";"804.81"
5187;"2017-01-24";"30";"Prélévement automatique";"-50.6"
5188;"2017-01-24";"131";"Facture carte";"-52.75"
5189;"2017-01-24";"168";"Facture carte";"-89.51"
5190;"2017-01-24";"19";"Encaissement chèque 734826";"-379.52"
5191;"2017-01-24";"12";"Facture carte";"-22.98"
5192;"2017-01-24";"172";"Encaissement chèque 753558";"261.7"
5193;"2017-01-24";"132";"Prélévement automatique";"-135.18"
5194;"2017-01-24";"33";"Encaissement chèque 321807";"-388.37"
5195;"2017-01-24";"164";"Encaissement chèque 193146";"-10.38"
5196;"2017-01-24";"131";"Prélévement automatique";"-83.99"
5197;"2017-01-24";"19";"Encaissement chèque 210965";"-319.13"
5198;"2017-01-24";"187";"Facture carte";"-54.28"
5199;"2017-01-24";"167";"Facture carte";"-127.87"
5200;"2017-01-24";"8";"Encaissement chèque 505346";"-390.52"
5201;"2017-01-24";"161";"Facture carte";"-66.96"
5202;"2017-01-24";"186";"Prélévement automatique";"-181.86"
5203;"2017-01-24";"1";"Encaissement chèque 665306";"67.94"
5204;"2017-01-24";"196";"Versement forfaitaire";"476.39"
5205;"2017-01-24";"8";"Prélévement automatique";"-44.02"
5206;"2017-01-24";"161";"Facture carte";"-175.6"
5207;"2017-01-24";"136";"Encaissement chèque 551272";"-5.18"
5208;"2017-01-24";"88";"Encaissement chèque 601534";"359.14"
5209;"2017-01-24";"56";"Virement";"666.05"
5210;"2017-01-24";"132";"Prélévement automatique";"-30.33"
5211;"2017-01-24";"187";"Virement";"1564.53"
5212;"2017-01-24";"8";"Virement";"1443.35"
5213;"2017-01-24";"159";"Virement";"-413.84"
5214;"2017-01-24";"80";"Prélévement automatique";"-44.99"
5215;"2017-01-24";"11";"Virement";"1384.69"
5216;"2017-01-24";"166";"Virement";"761.85"
5217;"2017-01-24";"131";"Facture carte";"-36.9"
5218;"2017-01-24";"161";"Virement";"401.26"
5219;"2017-01-24";"134";"Prélévement automatique";"-96.92"
5220;"2017-01-24";"153";"Facture carte";"-86.89"
5221;"2017-01-24";"150";"Facture carte";"-14.69"
5222;"2017-01-24";"50";"Prélévement automatique";"-138.12"
5223;"2017-01-24";"101";"Facture carte";"-23.93"
5224;"2017-01-25";"23";"Prélévement automatique";"-36.95"
5225;"2017-01-25";"87";"Virement";"232.92"
5226;"2017-01-25";"171";"Facture carte";"-65.56"
5227;"2017-01-25";"30";"Virement";"823.36"
5228;"2017-01-25";"36";"Prélévement automatique";"-23.85"
5229;"2017-01-25";"87";"Virement";"1049.38"
5230;"2017-01-25";"19";"Prélévement automatique";"-139.69"
5231;"2017-01-25";"188";"Versement forfaitaire";"125.5"
5232;"2017-01-25";"57";"Virement";"149.15"
5233;"2017-01-25";"91";"Virement";"-100.63"
5234;"2017-01-25";"164";"Encaissement chèque 222908";"-329.33"
5235;"2017-01-25";"171";"Facture carte";"-23.12"
5236;"2017-01-25";"118";"Virement";"863.7"
5237;"2017-01-25";"167";"Prélévement automatique";"-95.11"
5238;"2017-01-25";"179";"Encaissement chèque 881633";"-316.16"
5239;"2017-01-25";"88";"Virement";"313.1"
5240;"2017-01-25";"57";"Encaissement chèque 866226";"284.91"
5241;"2017-01-25";"168";"Facture carte";"-31.05"
5242;"2017-01-25";"104";"Prélévement automatique";"-41.66"
5243;"2017-01-25";"73";"Virement";"786.87"
5244;"2017-01-25";"195";"Encaissement chèque 484695";"-143.02"
5245;"2017-01-25";"129";"Encaissement chèque 204159";"577.89"
5246;"2017-01-25";"12";"Prélévement automatique";"-139.77"
5247;"2017-01-25";"90";"Intérets reversés au capital";"3151.51"
5248;"2017-01-25";"195";"Encaissement chèque 926316";"-112.59"
5249;"2017-01-25";"19";"Prélévement automatique";"-79.29"
5250;"2017-01-25";"150";"Prélévement automatique";"-26.16"
5251;"2017-01-25";"23";"Prélévement automatique";"-113.97"
5252;"2017-01-25";"161";"Virement";"1464.1"
5253;"2017-01-25";"50";"Virement";"975.64"
5254;"2017-01-25";"172";"Virement";"368.54"
5255;"2017-01-25";"101";"Virement";"955.83"
5256;"2017-01-25";"104";"Encaissement chèque 288753";"272.77"
5257;"2017-01-25";"50";"Virement";"1408.55"
5258;"2017-01-25";"161";"Prélévement automatique";"-84.47"
5259;"2017-01-25";"12";"Encaissement chèque 956505";"-13.67"
5260;"2017-01-25";"87";"Facture carte";"-90.66"
5261;"2017-01-25";"143";"Prélévement automatique";"-163.07"
5262;"2017-01-25";"137";"Prélévement automatique";"-175.12"
5263;"2017-01-25";"103";"Virement";"69.66"
5264;"2017-01-25";"42";"Facture carte";"-15.36"
5265;"2017-01-25";"103";"Encaissement chèque 186256";"-328.43"
5266;"2017-01-25";"172";"Facture carte";"-27.81"
5267;"2017-01-25";"105";"Facture carte";"-58.34"
5268;"2017-01-25";"183";"Encaissement chèque 221954";"-59.94"
5269;"2017-01-25";"153";"Facture carte";"-98.85"
5270;"2017-01-25";"52";"Versement forfaitaire";"435.08"
5271;"2017-01-25";"13";"Virement";"-132.57"
5272;"2017-01-25";"111";"Encaissement chèque 484089";"287.33"
5273;"2017-01-25";"80";"Facture carte";"-151.79"
5274;"2017-01-25";"101";"Virement";"1153.99"
5275;"2017-01-25";"48";"Prélévement automatique";"-74.16"
5276;"2017-01-25";"12";"Encaissement chèque 626007";"-377.34"
5277;"2017-01-25";"42";"Prélévement automatique";"-94.62"
5278;"2017-01-25";"136";"Facture carte";"-131.69"
5279;"2017-01-25";"33";"Facture carte";"-160.55"
5280;"2017-01-25";"161";"Encaissement chèque 627840";"-79.7"
5281;"2017-01-25";"11";"Facture carte";"-121.97"
5282;"2017-01-25";"75";"Facture carte";"-84.73"
5283;"2017-01-25";"1";"Virement";"210.85"
5284;"2017-01-25";"12";"Prélévement automatique";"-34.85"
5285;"2017-01-25";"111";"Prélévement automatique";"-111.92"
5286;"2017-01-25";"44";"Prélévement automatique";"-124.28"
5287;"2017-01-25";"137";"Facture carte";"-186.98"
5288;"2017-01-25";"36";"Virement";"-192.44"
5289;"2017-01-25";"112";"Facture carte";"-187.98"
5290;"2017-01-25";"186";"Encaissement chèque 849551";"-340.92"
5291;"2017-01-25";"64";"Facture carte";"-11.37"
5292;"2017-01-25";"80";"Virement";"41.59"
5293;"2017-01-25";"50";"Virement";"-177.89"
5294;"2017-01-25";"153";"Prélévement automatique";"-116.41"
5295;"2017-01-25";"12";"Encaissement chèque 884626";"60.68"
5296;"2017-01-25";"50";"Facture carte";"-31.68"
5297;"2017-01-25";"30";"Virement";"637.24"
5298;"2017-01-25";"168";"Virement";"5.61"
5299;"2017-01-25";"101";"Facture carte";"-198.71"
5300;"2017-01-25";"12";"Encaissement chèque 601922";"399.47"
5301;"2017-01-25";"132";"Prélévement automatique";"-195.33"
5302;"2017-01-25";"112";"Virement";"719.44"
5303;"2017-01-25";"19";"Virement";"1592.59"
5304;"2017-01-25";"104";"Virement";"253.76"
5305;"2017-01-25";"150";"Virement";"1561.07"
5306;"2017-01-25";"132";"Prélévement automatique";"-131.31"
5307;"2017-01-25";"41";"Encaissement chèque 458023";"391.3"
5308;"2017-01-25";"87";"Facture carte";"-81.81"
5309;"2017-01-25";"25";"Encaissement chèque 328097";"-214.18"
5310;"2017-01-25";"30";"Facture carte";"-161.02"
5311;"2017-01-25";"153";"Facture carte";"-132.82"
5312;"2017-01-25";"50";"Virement";"95.08"
5313;"2017-01-25";"91";"Virement";"218.58"
5314;"2017-01-25";"122";"Prélévement automatique";"-135.61"
5315;"2017-01-25";"153";"Virement";"252.71"
5316;"2017-01-25";"168";"Virement";"-232.35"
5317;"2017-01-25";"104";"Facture carte";"-119.68"
5318;"2017-01-25";"64";"Prélévement automatique";"-95.47"
5319;"2017-01-25";"30";"Facture carte";"-61.73"
5320;"2017-01-25";"75";"Facture carte";"-186.02"
5321;"2017-01-25";"23";"Encaissement chèque 726260";"299.04"
5322;"2017-01-25";"136";"Prélévement automatique";"-56.39"
5323;"2017-01-25";"134";"Virement";"862.56"
5324;"2017-01-25";"34";"Prélévement automatique";"-115.07"
5325;"2017-01-25";"125";"Virement";"1013.12"
5326;"2017-01-25";"80";"Encaissement chèque 985649";"103.79"
5327;"2017-01-25";"132";"Prélévement automatique";"-81.19"
5328;"2017-01-25";"1";"Encaissement chèque 766987";"8.19"
5329;"2017-01-25";"23";"Encaissement chèque 412151";"367.13"
5330;"2017-01-25";"50";"Encaissement chèque 348662";"238.46"
5331;"2017-01-25";"17";"Encaissement chèque 269457";"238.42"
5332;"2017-01-25";"88";"Prélévement automatique";"-132.13"
5333;"2017-01-25";"13";"Virement";"1290.57"
5334;"2017-01-25";"33";"Encaissement chèque 029239";"206.1"
5335;"2017-01-25";"164";"Facture carte";"-73.44"
5336;"2017-01-25";"171";"Virement";"1545.36"
5337;"2017-01-25";"161";"Virement";"662.71"
5338;"2017-01-25";"177";"Versement forfaitaire";"445.7"
5339;"2017-01-25";"168";"Virement";"542.65"
5340;"2017-01-25";"125";"Facture carte";"-32.87"
5341;"2017-01-25";"187";"Facture carte";"-98.89"
5342;"2017-01-25";"42";"Prélévement automatique";"-146.47"
5343;"2017-01-25";"136";"Encaissement chèque 614339";"103.89"
5344;"2017-01-25";"195";"Virement";"712.17"
5345;"2017-01-25";"107";"Virement";"-230.59"
5346;"2017-01-25";"91";"Facture carte";"-142.41"
5347;"2017-01-25";"121";"Versement forfaitaire";"153.52"
5348;"2017-01-25";"41";"Facture carte";"-137.16"
